"","user","majorContributor","responses","topics","avgNumberOfResponsesPerTopic","avgNumberOfResponsesBeforeResponse","avgNumberOfResponsesAfterResponse","entropy","yearJoined","firstDayResponse","avgGap","avgStd","standardTopics","normalTopics"
"1488","sunnywatt",0,5,0,0,57.8,14.2,1.537941557,6,46,10.8,3.773592453,-0.409742201894859,0
"1489","susan38",0,8,0,0,6.25,10,2.277993281,4,3,0.375,8.045767521,-0.409742201894859,0
"1490","susan_brainard",0,3,0,0,0,0,0.325427612,1,33,11,14.35270009,-0.409742201894859,0
"1492","susie_darling1",0,13,1,0,0,0,4.657075359,2,34,2.928571429,32.08470931,-0.0520483337542118,0.0144927536231884
"1493","susie_giurlani",0,0,1,0,0,0,0.325427612,2,1,1,0,-0.0520483337542118,0.0144927536231884
"1494","svogel",0,2,0,0,0,0,0.729163319,7,3,1.5,6,-0.409742201894859,0
"1495","swedishfish",0,16,1,2,25.625,30,2.390012529,3,62,7.352941176,35.72462925,-0.0520483337542118,0.0144927536231884
"1496","sweet_pee",0,0,0,0,0,0,0,2,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1498","sweeterthanhoney",0,7,3,5.666666667,0,42.71428571,1.319931388,6,4,2.4,20.01999001,0.663339402527083,0.0434782608695652
"1499","sweetmom",0,3,1,1,1,9.333333333,0.36458166,5,19,6.25,2.487468593,-0.0520483337542118,0.0144927536231884
"1501","sweetsamanthadiabeti",0,3,1,0,0,0,1.060750492,6,22,6.75,2.165063509,-0.0520483337542118,0.0144927536231884
"1503","t1dsophiesmom",0,4,0,0,0,0,0.696168833,6,43,11,36.54705871,-0.409742201894859,0
"1504","t1mom2",0,2,0,0,13,31.5,0.143054647,6,5,12,9.5,-0.409742201894859,0
"1505","tafflass",0,7,2,7.5,30.85714286,47.14285714,2.552071618,3,10,1.111111111,4.988876516,0.305645534386436,0.0289855072463768
"1506","tamar_sofer_geri",0,0,0,0,0,0,0,2,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1507","tamara1",0,7,0,0,0,0,1.150319253,1,16,20.85714286,66.12511333,-0.409742201894859,0
"1509","tammy_r",0,3,0,0,0,0,1.015436883,3,2,0.666666667,26.96087701,-0.409742201894859,0
"1511","tanyaconovaloff",0,4,3,1,184.75,60.75,1.324367251,4,1,0.714285714,16.22545242,0.663339402527083,0.0434782608695652
"1513","tarra_bella",0,0,1,0,0,0,0,3,0,0,0,-0.0520483337542118,0.0144927536231884
"1515","tasha_daniels",0,0,1,0,0,0,0.325427612,6,1,1,0,-0.0520483337542118,0.0144927536231884
"1519","taylor_scott_van_sic",0,7,3,0,0,0,2.170992715,5,11,1.3,6.32534584,0.663339402527083,0.0434782608695652
"1521","tee3",0,10,1,0,0,0,1.822908298,3,28,2.545454545,11.23159652,-0.0520483337542118,0.0144927536231884
"1522","teebone",0,0,1,0,0,0,0,2,0,0,0,-0.0520483337542118,0.0144927536231884
"1523","tenlover",0,3,1,13,0,39,1.044253249,3,24,6.25,0.433012702,-0.0520483337542118,0.0144927536231884
"1524","terence",0,7,0,0,0,0,1.324367251,1,5,0.714285714,6.712765785,-0.409742201894859,0
"1525","terence1",0,4,1,0,0,0,1.093744979,2,2,0.4,12.10619676,-0.0520483337542118,0.0144927536231884
"1526","teresa",0,0,0,0,0,0,0,0,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1527","teresa1643",0,2,1,0,0,0,0.729163319,7,9,3,0,-0.0520483337542118,0.0144927536231884
"1528","teresa5",0,3,0,0,0,0,0.356039795,1,37,12.33333333,18.92675942,-0.409742201894859,0
"1529","teri4",0,9,0,0,0,0,1.690914344,2,9,9.111111111,40.15371698,-0.409742201894859,0
"1530","teri9",0,2,0,0,0,0,0.36458166,4,13,6.5,4.5,-0.409742201894859,0
"1531","terry1",0,0,1,0,0,0,0,1,0,0,0,-0.0520483337542118,0.0144927536231884
"1532","terry5",0,3,0,0,0,0,0.87418873,2,11,3.666666667,4.714045208,-0.409742201894859,0
"1533","tglo",0,6,1,9,7.5,21,1.068119386,5,4,0.571428571,5.938459912,-0.0520483337542118,0.0144927536231884
"1536","the_frizbian",0,12,0,0,0,0,4.154356191,3,19,1.583333333,60.72221587,-0.409742201894859,0
"1537","the_loo",0,0,1,0,0,0,0.325427612,2,0,0,0,-0.0520483337542118,0.0144927536231884
"1538","thedish",0,3,0,0,0,0,0.76704164,6,10,9.333333333,8.485281374,-0.409742201894859,0
"1540","theot1d",0,6,0,0,0,0,2.065849693,6,39,10.83333333,13.69509239,-0.409742201894859,0
"1542","ticky",0,4,2,63,220.25,24.5,1.458326639,6,2,0.333333333,25.60219175,0.305645534386436,0.0289855072463768
"1546","tim_rogers",0,1,1,0,0,0,0,1,17,8.5,0,-0.0520483337542118,0.0144927536231884
"1547","timothy_r_rothgeb",0,2,0,0,0,0,0.376382812,2,27,13.5,2,-0.409742201894859,0
"1548","tina18",0,0,1,97,0,0,0.36458166,4,0,0,0,-0.0520483337542118,0.0144927536231884
"1549","tina7",0,2,5,0,0,0,0.650855223,2,0,0.714285714,2.32115383,1.37872713880838,0.072463768115942
"1551","tjsmom",0,1,2,1,10,3,1.015436883,0,0,0.333333333,0.471404521,0.305645534386436,0.0289855072463768
"1552","todd3",0,11,0,0,0,0,3.82892858,4,4,0.363636364,8.965498608,-0.409742201894859,0
"1555","toddcady",0,12,0,0,85.66666667,332.5833333,1.340864494,3,4,0.75,11.14924013,-0.409742201894859,0
"1557","tom30",0,3,1,0,0,0,0.206758604,6,6,1.75,0.433012702,-0.0520483337542118,0.0144927536231884
"1559","tom_baskin",0,2,1,0,0,0,0.729163319,1,58,19.33333333,0,-0.0520483337542118,0.0144927536231884
"1560","tom_tuttle",0,1,1,0,0,0,0.178019898,2,9,4.5,0,-0.0520483337542118,0.0144927536231884
"1561","tonilee",0,2,0,0,0,0,0.690009271,6,9,4.5,1.5,-0.409742201894859,0
"1565","tony_zarro",0,2,1,0,0,0,0.507636307,2,76,40.66666667,21.68460796,-0.0520483337542118,0.0144927536231884
"1567","toosweet84",0,0,1,0,0,0,0,5,8,8,0,-0.0520483337542118,0.0144927536231884
"1568","torn2tears",0,2,1,0,0,0,0.286109294,6,48,16,0,-0.0520483337542118,0.0144927536231884
"1569","tortuga",0,2,1,0,0,0,0.729163319,3,4,1.666666667,0.471404521,-0.0520483337542118,0.0144927536231884
"1570","tosh05",0,0,0,0,0,0,0,4,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1572","tour_de_cure",0,0,1,0,0,0,0.325427612,2,0,0,0,-0.0520483337542118,0.0144927536231884
"1573","tracee",0,1,1,0,0,0,0.36458166,1,0,1.5,1.5,-0.0520483337542118,0.0144927536231884
"1574","tracey",0,9,0,0,0,0,2.277993281,1,56,6.222222222,41.49698784,-0.409742201894859,0
"1575","tracey_tainsh",0,3,0,0,0,0,0.493688308,2,17,23.66666667,24.16609195,-0.409742201894859,0
"1577","tracy_c",0,0,1,0,0,0,0.348084416,5,0,0,0,-0.0520483337542118,0.0144927536231884
"1578","tracy_ceramic_chang_",0,0,1,0,0,0,0.325427612,3,42,42,0,-0.0520483337542118,0.0144927536231884
"1580","tracyuncc",0,16,6,0,0,0,2.121500985,6,0,0.136363636,17.25842709,1.73642100694903,0.0869565217391304
"1581","travis2",0,7,1,0,0,0,2.436590914,2,16,2,2.803457687,-0.0520483337542118,0.0144927536231884
"1584","trimarr1",0,2,1,15,6.5,10.5,0.729163319,6,43,14.33333333,11.3137085,-0.0520483337542118,0.0144927536231884
"1585","trisha3",0,1,1,3.5,3,4,0.36458166,6,15,8.5,1,-0.0520483337542118,0.0144927536231884
"1586","trixie",0,2,0,0,0,0,0.108751128,7,30,15,1,-0.409742201894859,0
"1587","trmoorebhs",0,3,2,0,0,0,0,4,1,0.6,0.8,0.305645534386436,0.0289855072463768
"1588","troy_birdsong",0,6,1,0,0,0,2.187489958,2,17,2.428571429,0.451753951,-0.0520483337542118,0.0144927536231884
"1593","type1foodie",0,6,1,5,16.66666667,31.66666667,1.195177815,4,24,3.428571429,54.79051013,-0.0520483337542118,0.0144927536231884
"1596","type1twinsmom",0,2,2,3.5,0,6,0.36458166,4,6,1.5,1.479019946,0.305645534386436,0.0289855072463768
"1598","type_1_advocate_gram",0,2,0,0,0,0,0.650855223,4,11,5.5,1.5,-0.409742201894859,0
"1599","type_ii_dad_of_type_",0,6,0,0,0,0,1.740422082,3,30,5,22.80898946,-0.409742201894859,0
"1600","type_one_way",0,1,6,0,0,0,0.325427612,5,0,0.285714286,3.922722919,1.73642100694903,0.0869565217391304
"1601","umhafs",0,0,1,2,0,0,0.348084416,4,3,3,0,-0.0520483337542118,0.0144927536231884
"1602","underdog1",0,12,2,0,0,0,0.827034417,5,0,0.142857143,3.248233429,0.305645534386436,0.0289855072463768
"1604","uptowngirl",0,0,0,0,0,0,0,1,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1607","vdubin71",0,5,1,7,0,13.4,1.740422082,4,24,4,4.310839052,-0.0520483337542118,0.0144927536231884
"1609","verity_gibbons",0,3,7,0,0,0,1.053315203,0,0,11.7,43.25840959,2.09411487508967,0.101449275362319
"1610","vicki1",0,16,4,0,0,0,3.79214883,2,3,2.9,150.9789638,1.02103327066773,0.0579710144927536
"1612","vickie1",0,18,3,0,0,0,5.675800505,2,2,2,57.68756257,0.663339402527083,0.0434782608695652
"1613","vicky5",0,1,1,0,0,0,0.36458166,6,1,1,0.5,-0.0520483337542118,0.0144927536231884
"1614","victoria20",0,5,0,0,0,0,1.740422082,6,8,1.6,5.851495535,-0.409742201894859,0
"1615","vikki",0,5,0,0,0,0,1.744600202,3,78,15.6,30.36181813,-0.409742201894859,0
"1616","viktor_lee_daffron",0,2,0,0,9,19,0.507636307,2,34,22,5,-0.409742201894859,0
"1617","vince3",0,12,0,0,0,0,4.177012996,3,12,1,68.17420496,-0.409742201894859,0
"1618","vince_dwain",0,2,1,6,8,4.5,0.348084416,3,6,2.333333333,0.471404521,-0.0520483337542118,0.0144927536231884
"1620","viorel",0,2,0,0,0,0,0.690009271,4,4,15,13,-0.409742201894859,0
"1621","vish",0,2,0,0,0,0,0.729163319,5,23,11.5,2,-0.409742201894859,0
"1623","vpg",0,7,0,0,115.8571429,18,2.552071618,7,2,0.285714286,17.81537974,-0.409742201894859,0
"1624","vps826",0,2,2,14.5,14,22,0.712666076,3,2,2.75,5.973901573,0.305645534386436,0.0289855072463768
"1625","walter_or_wally_mulg",0,3,0,0,0,0,0.696168833,2,3,1,49.73932046,-0.409742201894859,0
"1626","wanda_lofstrom",0,6,1,9,35.5,28.5,0.197430211,2,0,8.714285714,40.03162016,-0.0520483337542118,0.0144927536231884
"1627","warren_levine",0,5,2,0,0,0,0.348084416,2,85,12.85714286,1.749635531,0.305645534386436,0.0289855072463768
"1628","waseem_s_m",0,12,2,0,0,0,3.332584212,2,6,3.357142857,35.2718307,0.305645534386436,0.0289855072463768
"1631","watheda_terry",0,5,2,0,0,0,1.740422082,3,0,0.428571429,24.61375093,0.305645534386436,0.0289855072463768
"1632","wdcats",0,2,0,0,3,9,0.696168833,3,10,5,3,-0.409742201894859,0
"1634","wendi2",0,0,1,0,0,0,0.348084416,6,0,0,0,-0.0520483337542118,0.0144927536231884
"1635","wendie_c",0,2,0,0,0,0,0.696168833,3,3,1.5,5.5,-0.409742201894859,0
"1636","wendy16",0,3,0,0,0,0,0.681467407,5,7,2.333333333,1.414213562,-0.409742201894859,0
"1637","wendy_jackson",0,3,0,0,0,0,0.998939639,3,23,7.666666667,35.17890782,-0.409742201894859,0
"1639","wildarms",0,3,1,0,0,0,0.534059693,3,5,1.25,0,-0.0520483337542118,0.0144927536231884
"1640","william2",0,7,2,0,0,0,2.453088158,2,45,5,0.831479419,0.305645534386436,0.0289855072463768
"1641","workinhere1",0,3,0,0,0,44.66666667,0.712666076,3,24,27.66666667,28.29605391,-0.409742201894859,0
"1643","xman_s_mom",0,15,1,0,0,0,5.34708463,6,3,0.875,19.5987085,-0.0520483337542118,0.0144927536231884
"1645","ycarter43",0,5,0,0,67.2,28.2,0.685656204,5,2,0.4,6.85857128,-0.409742201894859,0
"1647","yelsoma",0,17,0,0,36.47058824,46.25,3.262327845,4,9,0.529411765,45.13133468,-0.409742201894859,0
"1648","yenish",0,0,1,0,0,0,0.36458166,1,0,0,0,-0.0520483337542118,0.0144927536231884
"1649","yomarie",0,2,0,0,0,0,0.696168833,3,9,4.5,20.5,-0.409742201894859,0
"1650","yu_shing",0,8,2,0,0,0,2.801172574,1,92,9.2,31.39808911,0.305645534386436,0.0289855072463768
"1651","zanne",0,5,0,0,0,0,0.827848341,4,6,1.2,20.57571384,-0.409742201894859,0
"1652","zeke1",0,1,1,1,3,66,0.673512028,3,2,2.5,1.5,-0.0520483337542118,0.0144927536231884
"1653","zikri_muhammad_basir",0,0,0,0,0,0,0,2,3.874194056,1.889718175,3.779269363,-0.409742201894859,0
"1654","zu1",0,5,1,0,0,0,1.363521299,4,12,2,0,-0.0520483337542118,0.0144927536231884
